wind_points_mps,speed_points_rpm,thrust_pitch_channel,torque_pitch_channel,thrust_wind_channel,torque_wind_channel,wind_output_channel
"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30","1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12",RotThrust_[kN] <- PitchColl_[rad],ADRtAeroMxh_[Nm] <- PitchColl_[rad],RotThrust_[kN] <- WS_[m/s],ADRtAeroMxh_[Nm] <- WS_[m/s],Wind1VelX_[m/s]
