-2.9705174131e+01,-4.5865663205e+01,-5.7352415381e+01,-6.6555859801e+01,-7.4362663325e+01,-8.7150841130e+01,-1.0649638676e+02,-1.1822824948e+02,-1.4905358426e+02,-1.0722660693e+02,-1.5298363045e+02,-4.5167402683e+01,-4.8890787429e+01,3.1575521221e+01,6.9644817759e+01,1.5453655165e+03,-2.1513194566e+03,1.6726967335e+03,4.0809336992e+03,1.0858115721e+04,1.2371939936e+04,-3.2984494221e+03,-7.9194107535e+03
-4.7788154868e+01,-6.7746125888e+01,-8.1499532128e+01,-8.3473444690e+01,-8.6510532909e+01,-9.3199419862e+01,-1.1023607634e+02,-1.2070112661e+02,-1.2288347283e+02,-1.2386987549e+02,-7.8509231098e+01,-5.5187237293e+01,4.7904018305e+01,7.5354286376e+01,1.6203878596e+02,2.6709060983e+02,1.6242870622e+01,4.3081450416e+03,9.2723185933e+03,8.6954714201e+03,2.5392630698e+03,-3.3222083319e+03,-6.7620966061e+03
-7.6194200218e+01,-8.1277153381e+01,-9.3367979767e+01,-9.3320682862e+01,-9.4904092645e+01,-8.9974445132e+01,-1.0372551827e+02,-1.1976393333e+02,-1.0424093125e+02,-8.3151517490e+01,-6.3366397910e+01,3.4502057846e+01,6.3976644779e+01,1.6040479995e+02,2.0407283889e+02,2.0398654806e+02,8.9483502531e+02,3.4100477094e+03,9.4370236430e+03,6.0142830712e+03,4.0303642427e+02,-5.4147289275e+03,-5.5403245456e+03
-1.1476809245e+02,-9.2033438523e+01,-8.0631977712e+01,-7.9620720264e+01,-9.7283871942e+01,-9.3968849458e+01,-9.7678367639e+01,-9.2234503488e+01,-8.4639977204e+01,-5.8741151856e+01,4.0642957830e+01,5.5765390677e+01,2.1045049788e+02,2.6073775421e+02,2.7912875286e+02,1.2818485531e+02,-4.4737196579e+02,4.4117527984e+03,8.2812756487e+03,3.3532351115e+03,-1.8018899964e+03,-6.9835515972e+03,-1.4574762066e+03
-1.0734334483e+02,-9.4373751991e+01,-5.5801703480e+01,-6.5400113223e+01,-6.4085982882e+01,-6.6919153854e+01,-8.2589500251e+01,-7.6594453129e+01,-2.0839149539e+01,6.0164077394e+01,1.1358242313e+02,2.6000087896e+02,3.9272649194e+02,3.5624943175e+02,5.3188744488e+02,2.2262706414e+02,-2.0443563068e+02,4.5481149633e+03,5.6501657222e+03,9.3741107245e+02,-3.4530925985e+03,-4.3913170400e+03,2.9058163978e+03
-5.5384081991e+01,-4.6197866732e+01,4.0340277861e+00,-5.9096446472e+00,-2.3856331606e+01,-2.0953951366e+01,-2.6658997909e+01,1.6037719213e+01,9.6389943398e+01,1.7379625290e+02,3.0752941649e+02,5.1857798450e+02,6.2361987087e+02,6.9189230555e+02,7.7459921682e+02,3.9517016507e+02,1.6643626522e+02,4.1840408221e+03,3.0918133930e+03,1.3434893369e+02,-1.7461921741e+03,7.9109997618e+02,4.8482652974e+03
-4.9232552152e+01,8.5534687959e+01,8.4716938931e+01,3.5312639498e+01,4.0461429014e+01,6.4169227983e+01,6.2975530830e+01,1.3112887496e+02,2.7338204000e+02,4.5312131542e+02,6.1898520849e+02,7.8864179929e+02,9.2943044323e+02,1.1141391868e+03,8.3780553375e+02,6.0222483665e+02,4.4769835496e+02,4.3848786197e+03,4.0061246126e+03,1.7478053610e+03,1.6604254496e+03,2.8529470823e+03,5.2486407114e+03
-1.5025978022e+02,2.4094742654e+02,1.9331550728e+02,1.3125879627e+02,9.9902825097e+01,2.0226113228e+02,2.5241865651e+02,4.0732847377e+02,5.6042086462e+02,6.7965352297e+02,8.6512182770e+02,1.0220540552e+03,1.2198194282e+03,1.3155859389e+03,8.4194745572e+02,8.2320813468e+02,6.9541746829e+02,5.7848020506e+03,5.3976370128e+03,4.8379092177e+03,2.4638735211e+03,4.1673267826e+03,5.6562730477e+03
-1.0564990653e+02,2.1142760713e+02,3.1295306025e+02,2.7433411800e+02,2.1696468898e+02,2.7820768179e+02,4.2008531295e+02,5.9043405364e+02,7.0687272349e+02,8.7433267569e+02,1.0628963909e+03,1.2737942820e+03,1.3146238502e+03,1.2015606605e+03,7.8308894035e+02,9.2883275502e+02,1.1209467195e+03,3.3577667787e+03,5.2607635374e+03,6.2315890030e+03,2.9134912544e+03,4.7616332952e+03,6.2389842778e+03
-1.7804067245e+02,-1.7137489770e+01,3.6277260075e+02,4.6962969590e+02,3.8199208442e+02,3.7967007144e+02,4.9584546068e+02,6.1092391958e+02,8.2006251877e+02,1.0126008589e+03,1.3305473394e+03,1.5932859893e+03,1.4673256001e+03,1.0801793925e+03,7.9775514041e+02,1.0958953872e+03,1.5771714604e+03,2.9176995043e+03,8.1647979698e+03,9.4445556274e+03,3.4842836493e+03,4.9444757347e+03,6.1920847999e+03
-5.3885734404e+02,1.0167403360e+02,3.0601707173e+02,2.2169149343e+02,1.8204938909e+02,1.9430428619e+02,3.5480767582e+02,5.5244970421e+02,8.1543007569e+02,1.0683265987e+03,1.3258817416e+03,1.3319241831e+03,1.3873715794e+03,9.9826036807e+02,1.1771549657e+03,3.3073331154e+03,8.9107402822e+03,6.7909250168e+03,7.4198391586e+03,4.4818444073e+03,5.2513907794e+03,5.4824151538e+03,6.5516152023e+03
-3.3819931545e+02,-1.5218138535e+02,-1.3505990333e+02,-5.7852884288e+01,-2.7383104785e+01,1.1983400986e+02,3.1580615594e+02,4.7325667896e+02,7.4645472498e+02,1.0978013008e+03,1.2745653023e+03,1.3837998672e+03,1.4617333467e+03,2.1340900107e+03,5.2217393681e+03,8.8753691367e+03,5.0022052115e+03,7.7176302423e+03,7.3009540092e+03,5.6053606798e+03,5.5763829527e+03,5.6484707686e+03,6.7472143506e+03
-4.5471148241e+02,-2.4968923817e+02,-2.2757194033e+02,-6.3626271621e+01,8.5976209298e+00,2.0399507644e+02,3.8343632914e+02,6.0845430911e+02,9.8232798445e+02,1.3705696708e+03,1.5105803328e+03,1.8585375047e+03,1.9591532578e+03,3.8261713607e+03,7.7367763715e+03,7.3222540107e+03,5.0106578653e+03,8.0146786031e+03,7.2605332904e+03,5.6518606533e+03,5.8549345995e+03,6.0471425405e+03,6.9939357956e+03
-8.8633215321e+02,-7.2150641894e+02,-5.3207552506e+02,-2.2195216814e+02,-8.5811567855e+01,1.4961206552e+02,3.6676868061e+02,6.5568544354e+02,1.1278500624e+03,1.5247336719e+03,1.6566665115e+03,2.7281507518e+03,4.2668212239e+03,8.2249080424e+03,9.8458635459e+03,3.6016055772e+03,5.5628544701e+03,8.1393797588e+03,7.1628570400e+03,6.2590958909e+03,5.9045000217e+03,6.4704794752e+03,7.4481102262e+03
-1.0661914956e+03,-1.2253062363e+03,-9.0367952928e+02,-5.2706418654e+02,-2.4011418243e+02,3.9912569713e+01,3.3290558873e+02,6.9161187851e+02,1.2548354167e+03,1.6878959660e+03,2.6553455082e+03,4.4080925452e+03,8.1145176095e+03,1.0289956798e+04,4.3839968202e+03,2.8574417560e+03,6.8432814614e+03,7.7123557609e+03,7.5042092154e+03,6.6647911900e+03,5.9265518733e+03,6.6976796134e+03,7.5804471638e+03
-1.1906246367e+03,-1.4151546562e+03,-1.0287823634e+03,-5.8019987150e+02,-2.2302971961e+02,9.6743681692e+01,4.7280696009e+02,9.4330974695e+02,1.6608448353e+03,1.9417947763e+03,3.8586653118e+03,6.0737477694e+03,9.8989421043e+03,8.7217962657e+03,3.9889422946e+03,3.6067112475e+03,6.9964263745e+03,7.5006469266e+03,7.4892794372e+03,7.5174485442e+03,6.3389096790e+03,7.2484835414e+03,7.8088101690e+03
-1.3648224055e+03,-1.6184627374e+03,-1.5426646257e+03,-1.0757108489e+03,-5.7630214762e+02,-1.1743116116e+02,4.3143587058e+02,1.0323897477e+03,1.6334342483e+03,3.6077041394e+03,5.6498671870e+03,8.4133803962e+03,8.8154321772e+03,3.6562101441e+03,2.9005059147e+03,5.2679039212e+03,7.1554811163e+03,7.5004602561e+03,7.9578131910e+03,7.7705489169e+03,7.0746845260e+03,7.4771216211e+03,7.8111369266e+03
-1.5616415104e+03,-1.7229966724e+03,-1.7236677204e+03,-1.1536697331e+03,-5.7882555622e+02,2.0541635661e+01,6.3945320775e+02,1.3408667441e+03,1.9097282332e+03,4.7585882208e+03,7.6986888545e+03,9.8048624954e+03,6.6705467641e+03,3.1946020470e+03,3.2786188736e+03,5.7775919533e+03,7.4303460399e+03,7.9386168738e+03,8.4481419477e+03,8.9682403483e+03,7.9405172382e+03,8.0168393837e+03,8.1913277996e+03
-1.6267654031e+03,-1.8590326275e+03,-2.0539300219e+03,-1.7666474354e+03,-9.9096582866e+02,5.7198392858e+00,7.6668105436e+02,1.5498444865e+03,4.6774609008e+03,7.1348654309e+03,7.9386146608e+03,6.1639738748e+03,3.1672812681e+03,2.6148203183e+03,3.9970080037e+03,6.6539132228e+03,7.7100536679e+03,8.5086100599e+03,9.2395476897e+03,9.0100525960e+03,9.1518506184e+03,8.6001158160e+03,8.9168868545e+03
-1.2269574455e+03,-1.8311126628e+03,-2.6256201571e+03,-1.4339919104e+03,9.1664584680e+02,3.2316672665e+03,3.1428517124e+03,2.8624496681e+03,4.5522098801e+03,3.3761424275e+03,6.8397064704e+03,2.9174488604e+03,1.9763146804e+03,1.5821400497e+03,7.0237421175e+03,8.0428802826e+03,6.7365611065e+03,-1.8085395935e+03,-1.5339223165e+03,2.7555233722e+03,1.0515902426e+04,8.9013177706e+03,1.0021340174e+04
-2.0577840582e+03,-2.1216823749e+03,-2.2773545370e+03,-1.8661846069e+03,-6.5809339682e+02,6.4075850215e+02,1.2121196553e+03,4.9961792816e+03,6.0229928032e+03,7.6988038667e+03,7.7616206167e+03,3.3883193528e+03,2.6299549377e+03,3.4933501072e+03,5.8499178156e+03,8.1232430534e+03,8.7577780670e+03,9.9268311983e+03,1.0394662108e+04,1.0597215771e+04,1.0916456046e+04,9.5198153942e+03,9.9181071875e+03
-2.2418798255e+03,-2.1192636532e+03,-2.3159589674e+03,-2.4030350974e+03,-7.8516508134e+02,7.1701062543e+02,4.8543590696e+03,5.2807675926e+03,6.5224474254e+03,5.2736934005e+03,3.6662516474e+03,3.6470060329e+03,3.5680153173e+03,4.6793368848e+03,6.9417123806e+03,8.7951860030e+03,1.0000982227e+04,1.0288389025e+04,9.2439851453e+03,1.0731310329e+04,1.1009282033e+04,1.0170031102e+04,1.0940946224e+04
-2.3851400054e+03,-2.0711760996e+03,-2.4188425609e+03,-1.2667021551e+03,5.2001455477e+02,1.3036554231e+03,5.2118150651e+03,5.4424911865e+03,6.2195212520e+03,5.0901416110e+03,3.7481388285e+03,4.0773849628e+03,4.1372923335e+03,5.3737076123e+03,7.3765782677e+03,9.4571156110e+03,1.0335687706e+04,1.2102959545e+04,1.0909885298e+04,1.1721936764e+04,1.1595809983e+04,1.0522136312e+04,1.1326588828e+04
-2.6560429963e+03,-1.8446907366e+03,-8.5714856050e+02,7.0029622038e+01,5.6181454798e+02,8.2648802607e+02,2.5329712040e+03,5.9518572462e+03,6.1809951463e+03,8.3743728232e+03,7.4200387330e+03,8.6654341137e+03,3.7160904349e+03,3.5797588573e+03,4.7688630997e+03,7.3552108946e+03,1.0854302565e+04,1.2456295882e+04,1.2842062297e+04,1.4198677055e+04,1.4201209325e+04,1.3457668353e+04,1.1230980423e+04
-2.4935590569e+03,-1.9686162437e+03,-7.1766629108e+02,-2.2768865089e+01,-5.2782237768e+02,2.8618013034e+02,5.3802012838e+03,5.8750578153e+03,6.6092193703e+03,6.2014369142e+03,6.9508911260e+03,3.9645775885e+03,4.3397245144e+03,4.6886352566e+03,6.4562905156e+03,1.0262516187e+04,1.2260657645e+04,1.2716917229e+04,1.5064588835e+04,1.4529297663e+04,1.4370687791e+04,1.2830798418e+04,1.1844090891e+04
-2.4534406298e+03,-1.9458850656e+03,-7.3040334250e+02,-5.1030485210e+02,-7.8692905688e+02,4.4114734467e+03,5.4423902034e+03,4.9524850621e+03,5.9371483493e+03,4.6939519331e+03,6.9104990433e+03,3.7501227707e+03,5.2385200730e+03,5.5525766038e+03,7.5697615621e+03,1.0956813233e+04,1.2792631740e+04,1.3525007222e+04,1.5660476854e+04,1.5318591028e+04,1.5922897747e+04,1.3717838140e+04,1.2470916890e+04
-2.2609228531e+03,-1.8682794304e+03,-6.6622839835e+02,-1.1005954899e+03,8.7600859329e+02,4.2955524837e+03,4.1441794597e+03,2.4703742809e+03,4.5880711799e+03,4.1537872999e+03,5.0846879351e+03,4.3383527963e+03,6.2617073562e+03,6.2986382688e+03,8.6797505010e+03,1.1859830581e+04,1.3710960586e+04,1.4757815612e+04,1.6548646157e+04,1.5606034400e+04,1.6734255086e+04,1.4373137508e+04,1.3230127727e+04
-1.9222153906e+03,-1.4815701989e+03,-7.7797798775e+02,6.5356876512e+02,2.5424897276e+03,1.9934638987e+03,5.9131349336e+02,1.6676220641e+03,2.9859350027e+03,3.4716414194e+03,4.5381731719e+03,5.1324455221e+03,6.8716281166e+03,6.9546241315e+03,9.1747718311e+03,1.3045784880e+04,1.4411331795e+04,1.5705763255e+04,1.7603254760e+04,1.6339540243e+04,1.7207358513e+04,1.5711511082e+04,1.4006601476e+04
-2.1911351579e+03,-5.0554768631e+02,-3.8052292553e+02,1.2680042969e+03,-4.2679964471e+02,-1.7547532325e+03,-1.0745959292e+03,1.8466508634e+03,2.0773599286e+03,3.0527388417e+03,4.8549283455e+03,6.4929454726e+03,7.3151413138e+03,7.8560601049e+03,1.0225677279e+04,1.3716911384e+04,1.5492020953e+04,1.6648991773e+04,1.8474800942e+04,1.6637716223e+04,1.7829701007e+04,1.6936477008e+04,1.5113078624e+04
